id,question,cardId,difficulty,source
ex-05213,"As a student, How can I use the chart for Why price alone is not enough?",fallacy-price-alone,basic,generated
ex-05214,Can you define Why price alone is not enough in simple English?,fallacy-price-alone,basic,generated
ex-05215,"For the Autumn and Leaves case, Can you give a short hint about margin?",fallacy-price-alone,basic,generated
ex-05216,"For the Autumn and Leaves case, Give me a plain English explanation of not enough.",fallacy-price-alone,applied,generated
ex-05217,"In the current scenario, How would I describe price to a manager?",fallacy-price-alone,basic,generated
ex-05218,"In the current scenario, Can you compare Autumn and Leaves using price?",fallacy-price-alone,intermediate,generated
ex-05219,"For the Autumn and Leaves case, Give me a plain English explanation of price.",fallacy-price-alone,applied,generated
ex-05220,"As a student, What is the intuition behind not enough?",fallacy-price-alone,applied,generated
ex-05221,"Before I reveal the optimizer, What are the units of not enough?",fallacy-price-alone,basic,generated
ex-05222,"As a student, What should I look for when evaluating price?",fallacy-price-alone,intermediate,generated
ex-05223,How do I know if Why price alone is not enough matters here?,fallacy-price-alone,basic,generated
ex-05224,"Before I reveal the optimizer, How do I know if not enough matters here?",fallacy-price-alone,applied,generated
ex-05225,Can you define margin in simple English?,fallacy-price-alone,basic,generated
ex-05226,How does Why price alone is not enough affect the quantities?,fallacy-price-alone,basic,generated
ex-05227,"In the current scenario, What is the formula idea behind price?",fallacy-price-alone,intermediate,generated
ex-05228,"As a student, What is the formula idea behind price?",fallacy-price-alone,basic,generated
ex-05229,"As a student, What is the intuition behind margin?",fallacy-price-alone,intermediate,generated
ex-05230,"As a student, When would not enough change my recommendation?",fallacy-price-alone,basic,generated
ex-05231,"For the Autumn and Leaves case, What mistake do students make about Why price alone is not enough?",fallacy-price-alone,intermediate,generated
ex-05232,"Before I reveal the optimizer, What mistake do students make about not enough?",fallacy-price-alone,intermediate,generated
ex-05233,"Before I reveal the optimizer, What is the intuition behind margin?",fallacy-price-alone,applied,generated
ex-05234,"For the Autumn and Leaves case, Is not enough a probability, a quantity, or a dollar value?",fallacy-price-alone,basic,generated
ex-05235,What is the managerial meaning of price?,fallacy-price-alone,basic,generated
ex-05236,How would I describe Why price alone is not enough to a manager?,fallacy-price-alone,basic,generated
ex-05237,"Before I reveal the optimizer, What does the table tell me about margin?",fallacy-price-alone,basic,generated
ex-05238,"As a student, What is a good way to interpret margin?",fallacy-price-alone,applied,generated
ex-05239,"Before I reveal the optimizer, Can you define margin in simple English?",fallacy-price-alone,intermediate,generated
ex-05240,How is margin connected to capacity?,fallacy-price-alone,basic,generated
ex-05241,"As a student, I am confused about Why price alone is not enough; explain it slowly.",fallacy-price-alone,applied,generated
ex-05242,"For the Autumn and Leaves case, How do I know if margin matters here?",fallacy-price-alone,basic,generated
ex-05243,"For the Autumn and Leaves case, Does price apply to Autumn, Leaves, or both?",fallacy-price-alone,intermediate,generated
ex-05244,"As a student, Can you define margin in simple English?",fallacy-price-alone,applied,generated
ex-05245,"For the Autumn and Leaves case, Is margin a probability, a quantity, or a dollar value?",fallacy-price-alone,basic,generated
ex-05246,"In the current scenario, What does margin mean?",fallacy-price-alone,basic,generated
ex-05247,"In the current scenario, How can I use the chart for price?",fallacy-price-alone,intermediate,generated
ex-05248,"As a student, What does Why price alone is not enough mean?",fallacy-price-alone,basic,generated
ex-05249,"Before I reveal the optimizer, What is a good way to interpret Why price alone is not enough?",fallacy-price-alone,basic,generated
ex-05250,"In the current scenario, What is the formula idea behind Why price alone is not enough?",fallacy-price-alone,applied,generated
ex-05251,"Before I reveal the optimizer, What happens to margin if capacity is larger?",fallacy-price-alone,intermediate,generated
ex-05252,"In the current scenario, I am confused about Why price alone is not enough; explain it slowly.",fallacy-price-alone,intermediate,generated
ex-05253,"In the current scenario, How should I think about Why price alone is not enough for the parka problem?",fallacy-price-alone,applied,generated
ex-05254,"In the current scenario, How do I avoid misusing not enough?",fallacy-price-alone,intermediate,generated
ex-05255,What does the table tell me about not enough?,fallacy-price-alone,basic,generated
ex-05256,"As a student, What is the intuition behind margin?",fallacy-price-alone,basic,generated
ex-05257,"In the current scenario, What does the table tell me about not enough?",fallacy-price-alone,basic,generated
ex-05258,"Before I reveal the optimizer, What is a good way to interpret Why price alone is not enough?",fallacy-price-alone,intermediate,generated
ex-05259,"For the Autumn and Leaves case, What is a good way to interpret Why price alone is not enough?",fallacy-price-alone,basic,generated
ex-05260,"In the current scenario, What does the table tell me about margin?",fallacy-price-alone,intermediate,generated
ex-05261,"In the current scenario, How can I use the chart for not enough?",fallacy-price-alone,applied,generated
ex-05262,"For the Autumn and Leaves case, What happens to Why price alone is not enough if capacity is larger?",fallacy-price-alone,basic,generated
ex-05263,"Does not enough apply to Autumn, Leaves, or both?",fallacy-price-alone,intermediate,generated
ex-05264,What happens to Why price alone is not enough if capacity is larger?,fallacy-price-alone,applied,generated
ex-05265,"As a student, What is the managerial meaning of price?",fallacy-price-alone,basic,generated
ex-05266,"In the current scenario, How is not enough connected to capacity?",fallacy-price-alone,basic,generated
ex-05267,"For the Autumn and Leaves case, How can I use the chart for not enough?",fallacy-price-alone,basic,generated
ex-05268,"As a student, What does margin mean?",fallacy-price-alone,applied,generated
ex-05269,"In the current scenario, What happens to Why price alone is not enough if capacity is smaller?",fallacy-price-alone,basic,generated
ex-05270,"As a student, Give me a plain English explanation of not enough.",fallacy-price-alone,intermediate,generated
ex-05271,"Before I reveal the optimizer, What mistake do students make about price?",fallacy-price-alone,applied,generated
ex-05272,"In the current scenario, Is price a probability, a quantity, or a dollar value?",fallacy-price-alone,intermediate,generated
ex-05273,"In the current scenario, I am confused about price; explain it slowly.",fallacy-price-alone,basic,generated
ex-05274,"For the Autumn and Leaves case, What are the units of not enough?",fallacy-price-alone,applied,generated
ex-05275,"As a student, Why is price important in this lecture?",fallacy-price-alone,intermediate,generated
ex-05276,"Before I reveal the optimizer, How should I think about price for the parka problem?",fallacy-price-alone,applied,generated
ex-05277,"In the current scenario, What happens to price if capacity is smaller?",fallacy-price-alone,intermediate,generated
ex-05278,"As a student, Give me a plain English explanation of margin.",fallacy-price-alone,intermediate,generated
ex-05279,"As a student, How should I think about margin for the parka problem?",fallacy-price-alone,basic,generated
ex-05280,"As a student, Does margin apply to Autumn, Leaves, or both?",fallacy-price-alone,basic,generated
ex-05281,What is a good way to interpret not enough?,fallacy-price-alone,basic,generated
ex-05282,"For the Autumn and Leaves case, I am confused about price; explain it slowly.",fallacy-price-alone,basic,generated
ex-05283,"As a student, What happens to Why price alone is not enough if capacity is larger?",fallacy-price-alone,intermediate,generated
ex-05284,"For the Autumn and Leaves case, How is not enough connected to capacity?",fallacy-price-alone,intermediate,generated
ex-05285,"As a student, What happens to Why price alone is not enough if capacity is larger?",fallacy-price-alone,intermediate,generated
ex-05286,What mistake do students make about not enough?,fallacy-price-alone,intermediate,generated
ex-05287,"For the Autumn and Leaves case, How is price connected to capacity?",fallacy-price-alone,basic,generated
ex-05288,"Does not enough apply to Autumn, Leaves, or both?",fallacy-price-alone,basic,generated
ex-05289,"As a student, Can you define Why price alone is not enough in simple English?",fallacy-price-alone,intermediate,generated
ex-05290,"For the Autumn and Leaves case, Is not enough a probability, a quantity, or a dollar value?",fallacy-price-alone,intermediate,generated
ex-05291,"In the current scenario, Is not enough a probability, a quantity, or a dollar value?",fallacy-price-alone,basic,generated
ex-05292,"As a student, How do I avoid misusing margin?",fallacy-price-alone,intermediate,generated
ex-05293,Why is price important in this lecture?,fallacy-price-alone,applied,generated
ex-05294,Give me a plain English explanation of margin.,fallacy-price-alone,basic,generated
ex-05295,What happens to not enough if capacity is larger?,fallacy-margin-alone,applied,generated
ex-05296,"Before I reveal the optimizer, How is marginal connected to marginal contribution?",fallacy-margin-alone,intermediate,generated
ex-05297,"As a student, How is marginal connected to capacity?",fallacy-margin-alone,basic,generated
ex-05298,When would not enough change my recommendation?,fallacy-margin-alone,basic,generated
ex-05299,"Before I reveal the optimizer, Can you give a short hint about not enough?",fallacy-margin-alone,intermediate,generated
ex-05300,"As a student, How do I know if marginal matters here?",fallacy-margin-alone,applied,generated
ex-05301,"For the Autumn and Leaves case, Is marginal a probability, a quantity, or a dollar value?",fallacy-margin-alone,basic,generated
ex-05302,How can I use the chart for not enough?,fallacy-margin-alone,intermediate,generated
ex-05303,"As a student, Can you give a short hint about marginal?",fallacy-margin-alone,applied,generated
ex-05304,"In the current scenario, Give me a plain English explanation of marginal.",fallacy-margin-alone,basic,generated
ex-05305,"For the Autumn and Leaves case, What mistake do students make about Why unit margin alone is not enough?",fallacy-margin-alone,intermediate,generated
ex-05306,How is Why unit margin alone is not enough connected to capacity?,fallacy-margin-alone,basic,generated
ex-05307,How can I use the chart for marginal?,fallacy-margin-alone,basic,generated
ex-05308,"As a student, How do I know if marginal matters here?",fallacy-margin-alone,intermediate,generated
ex-05309,"As a student, What is the formula idea behind Why unit margin alone is not enough?",fallacy-margin-alone,basic,generated
ex-05310,"As a student, Does not enough apply to Autumn, Leaves, or both?",fallacy-margin-alone,basic,generated
ex-05311,What is the managerial meaning of marginal?,fallacy-margin-alone,intermediate,generated
ex-05312,"In the current scenario, What should I look for when evaluating not enough?",fallacy-margin-alone,intermediate,generated
ex-05313,"As a student, How is Why unit margin alone is not enough connected to marginal contribution?",fallacy-margin-alone,basic,generated
ex-05314,"For the Autumn and Leaves case, How do I know if not enough matters here?",fallacy-margin-alone,intermediate,generated
ex-05315,"As a student, How would I describe margin to a manager?",fallacy-margin-alone,basic,generated
ex-05316,I am confused about marginal; explain it slowly.,fallacy-margin-alone,intermediate,generated
ex-05317,"For the Autumn and Leaves case, Give me a plain English explanation of not enough.",fallacy-margin-alone,basic,generated
ex-05318,"As a student, Is not enough a probability, a quantity, or a dollar value?",fallacy-margin-alone,intermediate,generated
ex-05319,"For the Autumn and Leaves case, How would I describe Why unit margin alone is not enough to a manager?",fallacy-margin-alone,basic,generated
ex-05320,"For the Autumn and Leaves case, What is the managerial meaning of marginal?",fallacy-margin-alone,applied,generated
ex-05321,"For the Autumn and Leaves case, What is a good way to interpret not enough?",fallacy-margin-alone,basic,generated
ex-05322,"Before I reveal the optimizer, What does not enough mean?",fallacy-margin-alone,basic,generated
ex-05323,"In the current scenario, Can you explain marginal without giving away the final answer?",fallacy-margin-alone,basic,generated
ex-05324,"In the current scenario, What is the managerial meaning of Why unit margin alone is not enough?",fallacy-margin-alone,applied,generated
ex-05325,"In the current scenario, Can you explain not enough without giving away the final answer?",fallacy-margin-alone,basic,generated
ex-05326,"As a student, What does marginal mean?",fallacy-margin-alone,basic,generated
ex-05327,What mistake do students make about margin?,fallacy-margin-alone,basic,generated
ex-05328,"For the Autumn and Leaves case, How do I avoid misusing not enough?",fallacy-margin-alone,basic,generated
ex-05329,"Before I reveal the optimizer, What is a good way to interpret marginal?",fallacy-margin-alone,basic,generated
ex-05330,"For the Autumn and Leaves case, What does the table tell me about marginal?",fallacy-margin-alone,applied,generated
ex-05331,"As a student, Is not enough a probability, a quantity, or a dollar value?",fallacy-margin-alone,intermediate,generated
ex-05332,Give me a plain English explanation of marginal.,fallacy-margin-alone,applied,generated
ex-05333,How do I avoid misusing Why unit margin alone is not enough?,fallacy-margin-alone,basic,generated
ex-05334,Can you give a short hint about margin?,fallacy-margin-alone,basic,generated
ex-05335,"For the Autumn and Leaves case, Why should I not ignore Why unit margin alone is not enough?",fallacy-margin-alone,basic,generated
ex-05336,"In the current scenario, What should I look for when evaluating not enough?",fallacy-margin-alone,basic,generated
ex-05337,"Before I reveal the optimizer, I am confused about Why unit margin alone is not enough; explain it slowly.",fallacy-margin-alone,applied,generated
ex-05338,"In the current scenario, Can you explain not enough without giving away the final answer?",fallacy-margin-alone,basic,generated
ex-05339,"In the current scenario, What should I look for when evaluating not enough?",fallacy-margin-alone,applied,generated
ex-05340,How do I know if not enough matters here?,fallacy-margin-alone,basic,generated
ex-05341,"For the Autumn and Leaves case, Is not enough a probability, a quantity, or a dollar value?",fallacy-margin-alone,intermediate,generated
ex-05342,"For the Autumn and Leaves case, How is not enough connected to capacity?",fallacy-margin-alone,applied,generated
ex-05343,"As a student, What is the formula idea behind marginal?",fallacy-margin-alone,applied,generated
ex-05344,"In the current scenario, How is Why unit margin alone is not enough connected to marginal contribution?",fallacy-margin-alone,applied,generated
ex-05345,"Before I reveal the optimizer, What happens to margin if capacity is larger?",fallacy-margin-alone,basic,generated
ex-05346,"Before I reveal the optimizer, What are the units of marginal?",fallacy-margin-alone,intermediate,generated
ex-05347,"Before I reveal the optimizer, Can you explain margin without giving away the final answer?",fallacy-margin-alone,basic,generated
ex-05348,"Before I reveal the optimizer, How would I describe Why unit margin alone is not enough to a manager?",fallacy-margin-alone,basic,generated
ex-05349,"As a student, What mistake do students make about not enough?",fallacy-margin-alone,intermediate,generated
ex-05350,"For the Autumn and Leaves case, What is the managerial meaning of marginal?",fallacy-margin-alone,basic,generated
ex-05351,"For the Autumn and Leaves case, Can you give a short hint about Why unit margin alone is not enough?",fallacy-margin-alone,applied,generated
ex-05352,"For the Autumn and Leaves case, Can you give a short hint about not enough?",fallacy-margin-alone,basic,generated
ex-05353,"In the current scenario, When would Why unit margin alone is not enough change my recommendation?",fallacy-margin-alone,intermediate,generated
ex-05354,"Before I reveal the optimizer, What is the managerial meaning of marginal?",fallacy-margin-alone,intermediate,generated
ex-05355,"Before I reveal the optimizer, How do I avoid misusing margin?",fallacy-margin-alone,basic,generated
ex-05356,"In the current scenario, Why should I not ignore margin?",fallacy-margin-alone,intermediate,generated
ex-05357,"Before I reveal the optimizer, Can you give a short hint about not enough?",fallacy-margin-alone,applied,generated
ex-05358,"Before I reveal the optimizer, What happens to Why unit margin alone is not enough if capacity is smaller?",fallacy-margin-alone,basic,generated
ex-05359,How is not enough connected to capacity?,fallacy-margin-alone,applied,generated
ex-05360,Can you compare Autumn and Leaves using marginal?,fallacy-margin-alone,intermediate,generated
ex-05361,"As a student, How do I know if margin matters here?",fallacy-margin-alone,basic,generated
ex-05362,"Before I reveal the optimizer, How do I know if Why unit margin alone is not enough matters here?",fallacy-margin-alone,intermediate,generated
ex-05363,"As a student, What happens to margin if capacity is larger?",fallacy-margin-alone,basic,generated
ex-05364,"As a student, Can you define not enough in simple English?",fallacy-margin-alone,basic,generated
ex-05365,"In the current scenario, How can I use the chart for not enough?",fallacy-margin-alone,basic,generated
ex-05366,"In the current scenario, Can you give a short hint about marginal?",fallacy-margin-alone,intermediate,generated
ex-05367,"As a student, What does margin mean?",fallacy-margin-alone,applied,generated
ex-05368,"Before I reveal the optimizer, How can I use the chart for Why unit margin alone is not enough?",fallacy-margin-alone,intermediate,generated
ex-05369,How would I describe not enough to a manager?,fallacy-margin-alone,intermediate,generated
ex-05370,"For the Autumn and Leaves case, What should I look for when evaluating not enough?",fallacy-margin-alone,applied,generated
ex-05371,"Before I reveal the optimizer, How should I think about marginal for the parka problem?",fallacy-margin-alone,applied,generated
ex-05372,"In the current scenario, How does not enough affect the quantities?",fallacy-margin-alone,intermediate,generated
ex-05373,I am confused about margin; explain it slowly.,fallacy-margin-alone,basic,generated
ex-05374,"In the current scenario, What are the units of Why unit margin alone is not enough?",fallacy-margin-alone,applied,generated
ex-05375,"As a student, How does margin affect the quantities?",fallacy-margin-alone,applied,generated
ex-05376,"In the current scenario, What are the units of marginal?",fallacy-margin-alone,basic,generated
ex-05377,"In the current scenario, How do I avoid misusing marginal?",fallacy-margin-alone,intermediate,generated
ex-05378,"In the current scenario, Is margin a probability, a quantity, or a dollar value?",fallacy-margin-alone,basic,generated
ex-05379,Can you give a short hint about marginal?,fallacy-margin-alone,basic,generated
ex-05380,"In the current scenario, How do I know if marginal matters here?",fallacy-margin-alone,basic,generated
ex-05381,"For the Autumn and Leaves case, Is Why unit margin alone is not enough a probability, a quantity, or a dollar value?",fallacy-margin-alone,intermediate,generated
ex-05382,"For the Autumn and Leaves case, How does Why unit margin alone is not enough affect the quantities?",fallacy-margin-alone,basic,generated
ex-05383,"In the current scenario, What is a good way to interpret Why unit margin alone is not enough?",fallacy-margin-alone,applied,generated
ex-05384,"As a student, What is the managerial meaning of not enough?",fallacy-margin-alone,basic,generated
ex-05385,"As a student, Can you compare Autumn and Leaves using Why unit margin alone is not enough?",fallacy-margin-alone,basic,generated
ex-05386,Can you explain marginal without giving away the final answer?,fallacy-margin-alone,intermediate,generated
ex-05387,"Is not enough a probability, a quantity, or a dollar value?",fallacy-margin-alone,applied,generated
ex-05388,"For the Autumn and Leaves case, What is the formula idea behind margin?",fallacy-margin-alone,basic,generated
ex-05389,"For the Autumn and Leaves case, How is Why unit margin alone is not enough connected to marginal contribution?",fallacy-margin-alone,intermediate,generated
ex-05390,"Before I reveal the optimizer, Can you compare Autumn and Leaves using marginal?",fallacy-margin-alone,basic,generated
ex-05391,"Before I reveal the optimizer, Can you explain Why unit margin alone is not enough without giving away the final answer?",fallacy-margin-alone,applied,generated
ex-05392,I am confused about marginal; explain it slowly.,fallacy-margin-alone,applied,generated
ex-05393,"As a student, What are the units of marginal?",fallacy-margin-alone,intermediate,generated
ex-05394,"As a student, How do I avoid misusing marginal?",fallacy-margin-alone,basic,generated
ex-05395,"In the current scenario, Why is margin important in this lecture?",fallacy-margin-alone,intermediate,generated
ex-05396,"Before I reveal the optimizer, What does marginal mean?",fallacy-margin-alone,intermediate,generated
ex-05397,"In the current scenario, What mistake do students make about Why unit margin alone is not enough?",fallacy-margin-alone,basic,generated
ex-05398,"Before I reveal the optimizer, What mistake do students make about margin?",fallacy-margin-alone,basic,generated
ex-05399,How is not enough connected to capacity?,fallacy-margin-alone,basic,generated
ex-05400,"Before I reveal the optimizer, How does Why unit margin alone is not enough affect the quantities?",fallacy-margin-alone,basic,generated
ex-05401,"As a student, What happens to not enough if capacity is smaller?",fallacy-margin-alone,basic,generated
ex-05402,"As a student, How is Why unit margin alone is not enough connected to marginal contribution?",fallacy-margin-alone,applied,generated
ex-05403,What should I look for when evaluating not enough?,fallacy-margin-alone,intermediate,generated
ex-05404,"As a student, Why is margin important in this lecture?",fallacy-margin-alone,applied,generated
ex-05405,"Before I reveal the optimizer, What is a good way to interpret not enough?",fallacy-margin-alone,applied,generated
ex-05406,"In the current scenario, How should I think about marginal for the parka problem?",fallacy-margin-alone,basic,generated
ex-05407,"In the current scenario, Can you give a short hint about not enough?",fallacy-margin-alone,intermediate,generated
ex-05408,"For the Autumn and Leaves case, What is a good way to interpret Why unit margin alone is not enough?",fallacy-margin-alone,intermediate,generated
ex-05409,How do I avoid misusing margin?,fallacy-margin-alone,basic,generated
ex-05410,"For the Autumn and Leaves case, How do I avoid misusing marginal?",fallacy-margin-alone,intermediate,generated
ex-05411,"Before I reveal the optimizer, How is marginal connected to marginal contribution?",fallacy-margin-alone,basic,generated
ex-05412,"For the Autumn and Leaves case, Does marginal apply to Autumn, Leaves, or both?",fallacy-margin-alone,basic,generated
ex-05413,Give me a plain English explanation of not enough.,fallacy-margin-alone,basic,generated
ex-05414,"As a student, Give me a plain English explanation of not enough.",fallacy-margin-alone,applied,generated
ex-05415,"For the Autumn and Leaves case, How would I describe leftover to a manager?",what-is-salvage,applied,generated
ex-05416,"For the Autumn and Leaves case, How can I use the chart for leftover?",what-is-salvage,applied,generated
ex-05417,"For the Autumn and Leaves case, How do I avoid misusing Salvage value intuition?",what-is-salvage,intermediate,generated
ex-05418,"As a student, What is the intuition behind markdown?",what-is-salvage,intermediate,generated
ex-05419,What is the managerial meaning of Salvage value intuition?,what-is-salvage,intermediate,generated
ex-05420,"As a student, How should I think about Salvage value intuition for the parka problem?",what-is-salvage,intermediate,generated
ex-05421,"In the current scenario, What are the units of markdown?",what-is-salvage,intermediate,generated
ex-05422,"As a student, How should I think about markdown for the parka problem?",what-is-salvage,basic,generated
ex-05423,"For the Autumn and Leaves case, What happens to markdown if capacity is larger?",what-is-salvage,applied,generated
ex-05424,"Before I reveal the optimizer, How would I describe salvage to a manager?",what-is-salvage,applied,generated
ex-05425,What mistake do students make about markdown?,what-is-salvage,basic,generated
ex-05426,What are the units of salvage?,what-is-salvage,intermediate,generated
ex-05427,"Before I reveal the optimizer, How can I use the chart for leftover?",what-is-salvage,intermediate,generated
ex-05428,"As a student, What is the formula idea behind leftover?",what-is-salvage,intermediate,generated
ex-05429,"In the current scenario, What mistake do students make about leftover?",what-is-salvage,basic,generated
ex-05430,What happens to markdown if capacity is larger?,what-is-salvage,basic,generated
ex-05431,"Before I reveal the optimizer, What does markdown mean?",what-is-salvage,basic,generated
ex-05432,"As a student, Does markdown apply to Autumn, Leaves, or both?",what-is-salvage,intermediate,generated
ex-05433,How is leftover connected to capacity?,what-is-salvage,intermediate,generated
ex-05434,"For the Autumn and Leaves case, What should I look for when evaluating salvage?",what-is-salvage,basic,generated
ex-05435,"As a student, How is markdown connected to capacity?",what-is-salvage,applied,generated
ex-05436,"For the Autumn and Leaves case, Can you explain leftover without giving away the final answer?",what-is-salvage,basic,generated
ex-05437,"For the Autumn and Leaves case, What are the units of Salvage value intuition?",what-is-salvage,applied,generated
ex-05438,What does the table tell me about markdown?,what-is-salvage,basic,generated
ex-05439,"In the current scenario, Can you define salvage in simple English?",what-is-salvage,applied,generated
ex-05440,"Before I reveal the optimizer, Can you give a short hint about leftover?",what-is-salvage,intermediate,generated
ex-05441,"As a student, What happens to markdown if capacity is larger?",what-is-salvage,applied,generated
ex-05442,"For the Autumn and Leaves case, How is salvage connected to capacity?",what-is-salvage,basic,generated
ex-05443,"For the Autumn and Leaves case, What does the table tell me about leftover?",what-is-salvage,basic,generated
ex-05444,"Before I reveal the optimizer, What does the table tell me about markdown?",what-is-salvage,intermediate,generated
ex-05445,What should I look for when evaluating Salvage value intuition?,what-is-salvage,intermediate,generated
ex-05446,"For the Autumn and Leaves case, What mistake do students make about salvage?",what-is-salvage,basic,generated
ex-05447,"For the Autumn and Leaves case, What does Salvage value intuition mean?",what-is-salvage,basic,generated
ex-05448,"Before I reveal the optimizer, When would Salvage value intuition change my recommendation?",what-is-salvage,basic,generated
ex-05449,"Before I reveal the optimizer, How can I use the chart for markdown?",what-is-salvage,basic,generated
ex-05450,"In the current scenario, What is the managerial meaning of Salvage value intuition?",what-is-salvage,basic,generated
ex-05451,"Before I reveal the optimizer, What is the intuition behind leftover?",what-is-salvage,basic,generated
ex-05452,"In the current scenario, What does markdown mean?",what-is-salvage,intermediate,generated
ex-05453,"As a student, What mistake do students make about leftover?",what-is-salvage,intermediate,generated
ex-05454,I am confused about Salvage value intuition; explain it slowly.,what-is-salvage,basic,generated
ex-05455,"Does markdown apply to Autumn, Leaves, or both?",what-is-salvage,basic,generated
ex-05456,"In the current scenario, What does Salvage value intuition mean?",what-is-salvage,basic,generated
ex-05457,When would leftover change my recommendation?,what-is-salvage,basic,generated
ex-05458,Why should I not ignore Salvage value intuition?,what-is-salvage,applied,generated
ex-05459,"Before I reveal the optimizer, What happens to salvage if capacity is larger?",what-is-salvage,basic,generated
ex-05460,Can you explain markdown without giving away the final answer?,what-is-salvage,basic,generated
ex-05461,"For the Autumn and Leaves case, What is the intuition behind leftover?",what-is-salvage,applied,generated
ex-05462,"As a student, I am confused about Salvage value intuition; explain it slowly.",what-is-salvage,basic,generated
ex-05463,"Before I reveal the optimizer, Can you define Salvage value intuition in simple English?",what-is-salvage,intermediate,generated
ex-05464,"Before I reveal the optimizer, Can you define markdown in simple English?",what-is-salvage,applied,generated
ex-05465,How does Salvage value intuition affect the quantities?,what-is-salvage,intermediate,generated
ex-05466,"In the current scenario, What is a good way to interpret salvage?",what-is-salvage,intermediate,generated
ex-05467,"As a student, Give me a plain English explanation of salvage.",what-is-salvage,applied,generated
ex-05468,"As a student, What should I look for when evaluating leftover?",what-is-salvage,applied,generated
ex-05469,"As a student, Why is salvage important in this lecture?",what-is-salvage,basic,generated
ex-05470,"In the current scenario, How would I describe Salvage value intuition to a manager?",what-is-salvage,basic,generated
ex-05471,"In the current scenario, What should I look for when evaluating Salvage value intuition?",what-is-salvage,basic,generated
ex-05472,"As a student, Give me a plain English explanation of Salvage value intuition.",what-is-salvage,intermediate,generated
ex-05473,"For the Autumn and Leaves case, What happens to salvage if capacity is smaller?",what-is-salvage,basic,generated
ex-05474,Can you give a short hint about leftover?,what-is-salvage,applied,generated
ex-05475,"In the current scenario, Can you compare Autumn and Leaves using leftover?",what-is-salvage,applied,generated
ex-05476,Why should I not ignore markdown?,what-is-salvage,intermediate,generated
ex-05477,"For the Autumn and Leaves case, What mistake do students make about leftover?",what-is-salvage,applied,generated
ex-05478,"Before I reveal the optimizer, Give me a plain English explanation of Salvage value intuition.",what-is-salvage,basic,generated
ex-05479,"In the current scenario, What does the table tell me about salvage?",what-is-salvage,applied,generated
ex-05480,"As a student, Is salvage a probability, a quantity, or a dollar value?",what-is-salvage,applied,generated
ex-05481,"As a student, How do I know if leftover matters here?",what-is-salvage,basic,generated
ex-05482,"In the current scenario, What happens to Salvage value intuition if capacity is larger?",what-is-salvage,basic,generated
ex-05483,"For the Autumn and Leaves case, Does leftover apply to Autumn, Leaves, or both?",what-is-salvage,basic,generated
ex-05484,"Does salvage apply to Autumn, Leaves, or both?",what-is-salvage,intermediate,generated
ex-05485,"In the current scenario, Can you explain leftover without giving away the final answer?",what-is-salvage,intermediate,generated
ex-05486,"As a student, How should I think about Salvage value intuition for the parka problem?",what-is-salvage,applied,generated
ex-05487,"As a student, When would leftover change my recommendation?",what-is-salvage,intermediate,generated
ex-05488,"As a student, Give me a plain English explanation of salvage.",what-is-salvage,basic,generated
ex-05489,"In the current scenario, Can you compare Autumn and Leaves using salvage?",what-is-salvage,applied,generated
ex-05490,"In the current scenario, What is a good way to interpret salvage?",what-is-salvage,basic,generated
ex-05491,"Before I reveal the optimizer, What is the intuition behind markdown?",what-is-salvage,basic,generated
ex-05492,What happens to leftover if capacity is smaller?,what-is-salvage,basic,generated
ex-05493,"For the Autumn and Leaves case, Does salvage apply to Autumn, Leaves, or both?",what-is-salvage,applied,generated
ex-05494,"In the current scenario, Give me a plain English explanation of markdown.",what-is-salvage,basic,generated
ex-05495,"Before I reveal the optimizer, What are the units of leftover?",what-is-salvage,intermediate,generated
ex-05496,"Before I reveal the optimizer, How would I describe Salvage value intuition to a manager?",what-is-salvage,basic,generated
ex-05497,"As a student, What is the formula idea behind markdown?",what-is-salvage,intermediate,generated
ex-05498,"In the current scenario, I am confused about leftover; explain it slowly.",what-is-salvage,basic,generated
ex-05499,"Before I reveal the optimizer, Can you give a short hint about salvage?",what-is-salvage,basic,generated
ex-05500,"For the Autumn and Leaves case, Why is salvage important in this lecture?",what-is-salvage,basic,generated
ex-05501,"Before I reveal the optimizer, I am confused about Salvage value intuition; explain it slowly.",what-is-salvage,applied,generated
ex-05502,Can you compare Autumn and Leaves using markdown?,what-is-salvage,intermediate,generated
ex-05503,"Before I reveal the optimizer, Can you explain leftover without giving away the final answer?",what-is-salvage,basic,generated
ex-05504,"Before I reveal the optimizer, Can you give a short hint about leftover?",what-is-salvage,applied,generated
ex-05505,"Before I reveal the optimizer, How would I describe leftover to a manager?",what-is-salvage,intermediate,generated
ex-05506,When would salvage change my recommendation?,what-is-salvage,basic,generated
ex-05507,"In the current scenario, Give me a plain English explanation of salvage.",what-is-salvage,basic,generated
ex-05508,"For the Autumn and Leaves case, Why is markdown important in this lecture?",what-is-salvage,basic,generated
ex-05509,"Before I reveal the optimizer, Can you define salvage in simple English?",what-is-salvage,basic,generated
ex-05510,"For the Autumn and Leaves case, How should I think about leftover for the parka problem?",what-is-salvage,intermediate,generated
ex-05511,"Before I reveal the optimizer, What is a good way to interpret leftover?",what-is-salvage,applied,generated
ex-05512,"As a student, I am confused about Salvage value intuition; explain it slowly.",what-is-salvage,basic,generated
ex-05513,"Before I reveal the optimizer, I am confused about salvage; explain it slowly.",what-is-salvage,basic,generated
